Order ID,Customer ID,Customer Segment,Order Priority,Product Category,Product Sub-Category,State or Province,Region,City,Order Date,Unit Price,Quantity ordered new,Profit,Sales
11206,1193,Small Business,Low,Office Supplies,Binders and Binder Accessories,District of Columbia,East,Washington,2015-06-28,28.53,11,39.627,325.73
87587,1191,Small Business,Low,Office Supplies,Binders and Binder Accessories,Connecticut,East,New Britain,2015-06-28,28.53,3,59.4405,88.84
88589,3354,Corporate,High,Office Supplies,Binders and Binder Accessories,California,West,Calexico,2015-05-16,28.53,7,137.6757,199.53
88840,3381,Home Office,Medium,Office Supplies,Binders and Binder Accessories,Georgia,South,Macon,2015-04-29,28.53,18,1.992,513.33
90238,234,Small Business,High,Office Supplies,Binders and Binder Accessories,Iowa,Central,Newton,2015-03-27,28.53,7,136.3371,197.59
90964,2330,Home Office,Medium,Office Supplies,Binders and Binder Accessories,Iowa,Central,Marion,2015-03-24,28.53,5,74.6385,134.09
91437,3359,Home Office,High,Office Supplies,Binders and Binder Accessories,Wisconsin,Central,Wauwatosa,2015-04-28,28.53,6,107.45462,157.33
86258,2206,Consumer,High,Technology,Computer Peripherals,Iowa,Central,Fort Dodge,2015-01-05,28.48,2,-35.2904,55.25
88039,2059,Corporate,Not Specified,Technology,Computer Peripherals,North Carolina,South,High Point,2015-01-17,28.48,13,-1250.746,336.92
88387,1014,Home Office,Critical,Technology,Computer Peripherals,Arkansas,South,Bryant,2015-03-01,28.48,6,-17.15,160.17
89762,288,Small Business,Critical,Technology,Computer Peripherals,Kansas,Central,Wichita,2015-01-16,28.48,7,132.687,192.3
89909,799,Consumer,Not Specified,Office Supplies,Storage & Organization,South Carolina,South,Hilton Head Island,2015-01-06,28.28,12,-89.292,368.84
14785,2491,Consumer,High,Office Supplies,Pens & Art Supplies,California,West,Los Angeles,2015-04-09,28.15,45,117.208,1339.42
86887,2488,Consumer,High,Office Supplies,Pens & Art Supplies,Arkansas,South,Cabot,2015-04-09,28.15,11,160.8066,327.41
88958,2725,Home Office,Not Specified,Office Supplies,Pens & Art Supplies,Tennessee,South,Clarksville,2015-01-17,28.15,10,-66.248,282.38
91200,750,Corporate,Not Specified,Office Supplies,Storage & Organization,Kentucky,South,Florence,2015-01-12,27.75,10,-224.644,257.52
89175,2196,Small Business,Medium,Technology,Computer Peripherals,New York,East,Jamestown,2015-04-07,27.48,11,-88.8408,294.97
89497,2825,Consumer,Low,Technology,Computer Peripherals,Idaho,West,Boise,2015-05-20,27.48,3,19.308,87.21
90361,741,Consumer,Not Specified,Technology,Computer Peripherals,New Jersey,East,Summit,2015-06-15,27.48,15,-26.656,397.17
91122,2391,Corporate,Not Specified,Office Supplies,Envelopes,New York,East,Oceanside,2015-05-25,27.18,12,204.49,314.06
41793,21,Small Business,High,Furniture,Office Furnishings,New York,East,New York City,2015-05-15,26.48,70,384.38,1876.69
90031,18,Small Business,High,Furniture,Office Furnishings,Montana,West,Helena,2015-05-15,26.48,17,314.4813,455.77
90069,1054,Corporate,Not Specified,Office Supplies,Paper,Arizona,West,Surprise,2015-05-25,26.38,8,144.7482,209.78
91263,1894,Consumer,High,Office Supplies,Envelopes,Wisconsin,Central,Appleton,2015-03-18,26.17,13,237.0426,343.54
88545,3151,Corporate,Not Specified,Office Supplies,Pens & Art Supplies,California,West,Twentynine Palms,2015-02-16,25.99,18,220.3572,451.35
90533,1632,Home Office,High,Office Supplies,Pens & Art Supplies,Mississippi,South,Hattiesburg,2015-04-15,25.99,9,-88.158,243.24
86899,3155,Corporate,High,Furniture,Chairs & Chairmats,Florida,South,Sanford,2015-01-26,25.98,4,57.546,107.66
89174,2198,Small Business,Not Specified,Office Supplies,Pens & Art Supplies,New York,East,Lindenhurst,2015-05-22,25.98,16,295.9065,428.85
89537,885,Corporate,Critical,Furniture,Chairs & Chairmats,Texas,Central,Amarillo,2015-05-24,25.98,41,55.888,1033.56
89579,377,Consumer,Medium,Office Supplies,Appliances,Illinois,Central,Batavia,2015-04-17,25.98,17,250.0376,460.87
88746,3386,Corporate,Critical,Furniture,Office Furnishings,Ohio,East,Bowling Green,2015-05-03,25.38,35,152.482,861.3
88826,3257,Consumer,Medium,Furniture,Office Furnishings,Washington,West,Longview,2015-05-13,25.38,26,470.338,700.41
91365,648,Home Office,Not Specified,Furniture,Office Furnishings,Illinois,Central,Bolingbrook,2015-06-21,25.38,1,-10.36,34.11
88571,855,Corporate,Critical,Office Supplies,Storage & Organization,Connecticut,East,Danbury,2015-04-30,24.98,23,4.3148,606.51
87435,3229,Small Business,Not Specified,Office Supplies,Binders and Binder Accessories,Wisconsin,Central,Superior,2015-01-21,24.95,15,261.3858,378.82
90335,1997,Consumer,Low,Office Supplies,Binders and Binder Accessories,South Carolina,South,Hilton Head Island,2015-06-02,24.92,1,-23.156,32.66
91310,2502,Home Office,High,Office Supplies,Binders and Binder Accessories,Indiana,Central,Munster,2015-03-19,24.92,3,-45.816,70.82
87748,1713,Corporate,High,Technology,Office Machines,Georgia,South,Newnan,2015-05-29,23.99,11,-6.202,284.39
90109,2274,Corporate,Low,Furniture,Office Furnishings,Texas,Central,Houston,2015-05-05,23.99,12,-133.71,298.51
40997,2548,Small Business,Low,Office Supplies,Pens & Art Supplies,California,West,Los Angeles,2015-04-21,22.99,37,18.27,881.74
88657,2549,Small Business,Low,Office Supplies,Pens & Art Supplies,Ohio,East,Whitehall,2015-04-21,22.99,9,18.27,214.48
86153,880,Small Business,Critical,Office Supplies,Paper,Arizona,West,Scottsdale,2015-03-25,22.84,1,-31.24,27.67
86384,395,Corporate,Critical,Office Supplies,Paper,North Carolina,South,Albemarle,2015-06-18,22.84,20,7.44,461.94
86927,2896,Home Office,Critical,Office Supplies,Paper,Minnesota,Central,Mankato,2015-03-12,22.84,15,-83.75,370.62
87109,1068,Home Office,Low,Office Supplies,Paper,Illinois,Central,Calumet City,2015-03-16,22.84,12,-97.28,286.4
87425,1556,Consumer,Not Specified,Office Supplies,Paper,Virginia,South,Alexandria,2015-06-01,22.84,9,-477.372,195.16
89805,3194,Consumer,Medium,Office Supplies,Paper,Florida,South,Spring Hill,2015-03-10,22.84,6,-110.376,141.74
90099,1873,Corporate,Medium,Office Supplies,Paper,Florida,South,Palm Beach Gardens,2015-01-17,22.84,7,-357.924,152.49
91087,142,Small Business,Critical,Office Supplies,Paper,Connecticut,East,Ansonia,2015-06-02,22.84,13,91.956,312.59
22147,667,Corporate,Low,Furniture,Office Furnishings,Texas,Central,Dallas,2015-01-16,22.72,37,70.028,832.14
88156,2908,Home Office,High,Furniture,Office Furnishings,Ohio,East,Garfield Heights,2015-01-08,22.72,1,17.4294,25.26
88677,665,Corporate,Low,Furniture,Office Furnishings,Tennessee,South,Murfreesboro,2015-01-16,22.72,9,-678.496,202.41
91167,2587,Home Office,Not Specified,Furniture,Office Furnishings,Wisconsin,Central,Manitowoc,2015-06-26,22.72,12,200.0172,289.88
21636,1340,Home Office,Low,Office Supplies,Binders and Binder Accessories,New York,East,New York City,2015-02-10,22.38,29,-52.647,682.68
36452,1246,Home Office,High,Office Supplies,Binders and Binder Accessories,New York,East,New York City,2015-04-05,22.38,26,-107.5135,564.98
91355,1062,Small Business,Low,Office Supplies,Binders and Binder Accessories,New York,East,Coram,2015-05-30,22.38,18,16.0218,403.53
91555,1247,Home Office,High,Office Supplies,Binders and Binder Accessories,Texas,Central,Leander,2015-04-05,22.38,7,-107.5135,152.11
86509,3226,Small Business,Medium,Technology,Computer Peripherals,Tennessee,South,Hendersonville,2015-06-28,22.24,12,95.388,255.88
85897,1917,Home Office,High,Furniture,Office Furnishings,Arkansas,South,North Little Rock,2015-03-01,22.23,10,-29.61,210.33
87570,2141,Home Office,High,Office Supplies,Pens & Art Supplies,Colorado,West,Durango,2015-02-18,22.01,7,12.5504,154.11
87900,2820,Home Office,Not Specified,Office Supplies,Pens & Art Supplies,Missouri,Central,Oakville,2015-01-14,22.01,14,31.59,281.75
90724,2760,Corporate,Medium,Office Supplies,Pens & Art Supplies,Connecticut,East,Waterbury,2015-04-22,22.01,11,105.7,241.97
87240,2823,Corporate,Low,Office Supplies,Pens & Art Supplies,Nevada,West,North Las Vegas,2015-04-30,21.98,11,165.6345,240.05
87884,2840,Corporate,High,Office Supplies,Pens & Art Supplies,Florida,South,North Miami,2015-03-19,21.98,16,21.096,360.03
88163,2290,Home Office,Not Specified,Office Supplies,Appliances,Minnesota,Central,Coon Rapids,2015-01-06,21.78,13,187.2,290.22
86901,3154,Corporate,Critical,Office Supplies,Pens & Art Supplies,Florida,South,Saint Petersburg,2015-03-30,21.38,21,-51.66,443.66
87208,2527,Corporate,Critical,Office Supplies,Pens & Art Supplies,Louisiana,South,Lake Charles,2015-05-23,21.38,3,-39.396,68.64
88721,2323,Small Business,High,Office Supplies,Pens & Art Supplies,California,West,Coachella,2015-03-16,21.38,4,-52.12,84.21
85834,2066,Home Office,Critical,Technology,Telephones and Communication,North Carolina,South,Indian Trail,2015-03-31,20.99,2,272.694,38.98
86164,2353,Corporate,Critical,Technology,Telephones and Communication,Maryland,East,Edgewood,2015-04-29,20.99,2,-78.19416,35.33
86447,3191,Corporate,Critical,Technology,Telephones and Communication,Wisconsin,Central,Stevens Point,2015-03-18,20.99,5,-9.108,93.81
86639,759,Small Business,Low,Technology,Telephones and Communication,Illinois,Central,Quincy,2015-05-29,20.99,5,-92.961,92.96
87757,1979,Corporate,Not Specified,Technology,Telephones and Communication,Colorado,West,Littleton,2015-05-05,20.99,4,21.8834,72.75
88280,2861,Corporate,Medium,Technology,Telephones and Communication,Kansas,Central,Hays,2015-02-28,20.99,11,4.90176,199.43
88449,3063,Consumer,Not Specified,Technology,Telephones and Communication,Washington,West,Kirkland,2015-05-24,20.99,9,4.1822,158.87
88692,2044,Corporate,Low,Technology,Telephones and Communication,Arkansas,South,Rogers,2015-06-24,20.99,6,-136.122,100.11
89601,2260,Corporate,Critical,Technology,Telephones and Communication,Georgia,South,Rome,2015-02-15,20.99,9,45.378,170.46
90069,1054,Corporate,Not Specified,Technology,Telephones and Communication,Arizona,West,Surprise,2015-05-25,20.99,1,-112.189,17.83
90265,2958,Corporate,Low,Technology,Telephones and Communication,Wisconsin,Central,Neenah,2015-03-23,20.99,18,224.9607,326.03
90291,370,Corporate,Not Specified,Technology,Telephones and Communication,Maine,East,Lewiston,2015-05-27,20.99,15,49.788,266.39
91063,489,Corporate,Medium,Technology,Telephones and Communication,Massachusetts,East,Norwood,2015-05-18,20.99,14,122.292,229.57
91174,540,Small Business,Medium,Technology,Telephones and Communication,Illinois,Central,Vernon Hills,2015-05-14,20.99,28,15.3714,469.69
91235,1484,Home Office,High,Technology,Telephones and Communication,Illinois,Central,Des Plaines,2015-03-11,20.99,11,-96.338,193.51
91522,3211,Corporate,High,Technology,Telephones and Communication,Illinois,Central,Addison,2015-02-15,20.99,23,-43.65504,392.45
54949,3004,Corporate,Low,Office Supplies,Storage & Organization,California,West,Los Angeles,2015-02-10,20.98,13,-293.74,356.61
86828,1433,Corporate,High,Office Supplies,Storage & Organization,Indiana,Central,Jeffersonville,2015-05-19,20.98,28,232.642,631.37
87356,508,Corporate,High,Office Supplies,Storage & Organization,Kentucky,South,Covington,2015-02-23,20.98,5,-282.0818,123
88405,2114,Corporate,Critical,Office Supplies,Storage & Organization,Virginia,South,Norfolk,2015-02-26,20.98,20,8.742,421.18
89174,2198,Small Business,Not Specified,Office Supplies,Storage & Organization,New York,East,Lindenhurst,2015-05-22,20.98,16,-2111.36,342.54
89999,1988,Home Office,High,Furniture,Office Furnishings,Utah,West,Draper,2015-01-03,20.98,3,-181.102,65.69
90104,3319,Small Business,Low,Office Supplies,Binders and Binder Accessories,Tennessee,South,Hendersonville,2015-05-21,20.98,20,30.024,431.43
90303,1511,Corporate,Critical,Office Supplies,Binders and Binder Accessories,Indiana,Central,Muncie,2015-06-22,20.98,14,199.1823,288.67
91388,3006,Corporate,Low,Office Supplies,Storage & Organization,Idaho,West,Idaho Falls,2015-02-10,20.98,3,-152.7448,82.29
86960,1828,Corporate,Low,Technology,Computer Peripherals,Iowa,Central,Cedar Falls,2015-01-06,20.95,7,-1.88,142.06
86966,1574,Consumer,Medium,Technology,Computer Peripherals,North Carolina,South,Fayetteville,2015-02-09,20.95,19,27.234,391.4
85833,2066,Home Office,Medium,Office Supplies,Storage & Organization,North Carolina,South,Indian Trail,2015-03-26,20.89,7,-133.546,146.5
88198,617,Consumer,Not Specified,Office Supplies,Storage & Organization,Colorado,West,Pueblo,2015-04-29,20.89,13,-276.1128,279.28
91245,1341,Home Office,Not Specified,Technology,Computer Peripherals,Pennsylvania,East,Chambersburg,2015-06-06,20.89,4,-5.295,84.56
89040,1974,Consumer,Medium,Office Supplies,Appliances,Michigan,Central,Dearborn Heights,2015-05-20,20.48,5,-16.89,99.02
89572,2270,Small Business,Low,Office Supplies,Appliances,South Carolina,South,Mauldin,2015-02-06,20.48,18,711.2448,375.03
33635,898,Small Business,High,Office Supplies,Storage & Organization,New York,East,New York City,2015-01-12,20.34,5,-96.16,140.23
86263,899,Small Business,High,Office Supplies,Storage & Organization,Pennsylvania,East,Altoona,2015-01-12,20.34,1,-96.16,28.05
87071,2146,Corporate,Low,Office Supplies,Storage & Organization,Virginia,South,Fairfax,2015-01-06,20.34,2,52.776,53.02
90594,266,Corporate,Medium,Office Supplies,Storage & Organization,Texas,Central,San Antonio,2015-05-15,20.34,33,229.638,747.28
28225,1959,Corporate,Critical,Furniture,Office Furnishings,Florida,South,Miami,2015-01-22,20.28,9,-66.2473,206.04
85966,210,Home Office,Medium,Furniture,Office Furnishings,New York,East,Troy,2015-06-02,20.28,3,44.6775,64.75
87072,2145,Corporate,Medium,Furniture,Office Furnishings,Florida,South,Fort Lauderdale,2015-02-10,20.28,11,15.678,237.83
53153,2618,Corporate,Critical,Office Supplies,Appliances,New York,East,New York City,2015-03-23,20.27,53,84.05,1051.52
87079,1472,Home Office,Medium,Office Supplies,Appliances,Ohio,East,Westlake,2015-05-25,20.27,30,309.254,621.56
88017,2620,Corporate,Critical,Office Supplies,Appliances,Tennessee,South,Bartlett,2015-03-23,20.27,13,381.618,257.92
86383,392,Corporate,Medium,Furniture,Office Furnishings,Missouri,Central,Clayton,2015-03-05,19.99,2,27.91,43.65
89716,3148,Corporate,Medium,Furniture,Office Furnishings,Idaho,West,Post Falls,2015-01-14,19.99,7,-66.8236,139.49
89942,1777,Corporate,Not Specified,Furniture,Office Furnishings,Indiana,Central,Valparaiso,2015-04-02,19.99,12,-20.8764,251.61
3397,102,Consumer,Medium,Technology,Computer Peripherals,Massachusetts,East,Boston,2015-06-22,19.98,65,-20.25,1233.32
86767,1121,Consumer,Low,Office Supplies,Paper,California,West,Temecula,2015-02-07,19.98,8,108,168.04
88205,101,Consumer,Medium,Technology,Computer Peripherals,Maine,East,Biddeford,2015-06-22,19.98,16,-16.2,303.59
88837,3379,Corporate,Critical,Office Supplies,Paper,Georgia,South,Kennesaw,2015-03-26,19.98,12,-189.714,249.07
89166,315,Corporate,Medium,Technology,Computer Peripherals,Massachusetts,East,Belchertown,2015-03-20,19.98,2,-72.23,43.08
89776,1764,Consumer,High,Furniture,Office Furnishings,Florida,South,Dunedin,2015-03-01,19.98,5,514.1772,103.37
90000,1989,Home Office,Not Specified,Office Supplies,Paper,Utah,West,Holladay,2015-01-21,19.98,5,6.6804,93.19
90479,240,Small Business,Medium,Office Supplies,Paper,Colorado,West,Fountain,2015-04-20,19.98,3,35.09,57.41
88569,851,Corporate,Not Specified,Office Supplies,Appliances,California,West,Hacienda Heights,2015-03-07,19.9,13,107.11,240.46
87175,91,Home Office,High,Office Supplies,Pens & Art Supplies,California,West,Vallejo,2015-05-17,19.84,9,117.852,170.8
14756,3075,Corporate,Low,Furniture,Office Furnishings,California,West,Los Angeles,2015-02-28,19.23,4,-25.38,84.6
86422,1075,Home Office,High,Furniture,Office Furnishings,Illinois,Central,Romeoville,2015-03-09,19.23,11,152.4348,220.92
90292,369,Corporate,Low,Furniture,Office Furnishings,California,West,Oakland,2015-04-11,19.23,21,211.232,394.1
90751,3284,Corporate,High,Furniture,Office Furnishings,Florida,South,Kissimmee,2015-02-20,19.23,6,-2133.278,119.78
86668,1590,Corporate,Medium,Furniture,Office Furnishings,Ohio,East,Willoughby,2015-04-04,19.04,7,83.7936,144.03
86575,1142,Home Office,Medium,Office Supplies,Paper,Texas,Central,Waco,2015-06-06,18.97,11,85.875,227.67
88534,136,Small Business,Critical,Office Supplies,Paper,California,West,Petaluma,2015-05-16,18.97,5,3.04,101.74
88666,772,Small Business,Critical,Office Supplies,Paper,Pennsylvania,East,Allentown,2015-01-14,18.97,3,-9.1636,56.73
89146,2684,Small Business,Low,Office Supplies,Paper,Florida,South,Port Charlotte,2015-02-15,18.97,1,-1748.012,20.96
89880,3084,Small Business,Not Specified,Office Supplies,Paper,Washington,West,Lacey,2015-06-24,18.97,5,-1.89,97.33
90146,2287,Corporate,Not Specified,Office Supplies,Paper,South Carolina,South,Summerville,2015-03-25,18.97,8,-12.0267,164.67
91212,657,Consumer,Critical,Office Supplies,Paper,Massachusetts,East,Oxford,2015-01-19,18.97,1,-24.2048,19.73
85894,1917,Home Office,Medium,Furniture,Office Furnishings,Arkansas,South,North Little Rock,2015-03-27,18.7,7,16.1364,132.23
47108,1821,Consumer,Not Specified,Furniture,Office Furnishings,New York,East,New York City,2015-04-15,18.65,34,149.72,643.64
37924,2670,Home Office,High,Office Supplies,Pens & Art Supplies,California,West,Los Angeles,2015-05-29,17.99,71,-80.53,1191.58
44231,94,Home Office,Not Specified,Technology,Computer Peripherals,Illinois,Central,Chicago,2015-05-03,17.98,146,-87.96,2664.4
47108,1821,Consumer,Not Specified,Technology,Office Machines,New York,East,New York City,2015-04-15,17.98,13,-52.49232,244.31
85991,1818,Consumer,Not Specified,Technology,Office Machines,Michigan,Central,Dearborn,2015-04-15,17.98,3,-47.243088,56.38
88197,618,Consumer,Critical,Technology,Computer Peripherals,Colorado,West,Pueblo West,2015-03-24,17.98,4,-78.13,70.06
89200,32,Corporate,High,Technology,Office Machines,Oregon,West,Grants Pass,2015-03-27,17.98,2,-35.8788,40.17
90026,526,Home Office,High,Technology,Office Machines,Arizona,West,Mesa,2015-05-25,17.98,12,-6.612,211.13
90359,727,Consumer,Medium,Technology,Computer Peripherals,Maine,East,Lewiston,2015-03-15,17.98,4,-99.55,66.32
91355,1062,Small Business,Low,Furniture,Office Furnishings,New York,East,Coram,2015-05-30,17.78,3,38.0673,55.17
44002,1723,Corporate,Medium,Office Supplies,Storage & Organization,California,West,San Diego,2015-02-07,17.7,14,-52.33,261.85
86900,3154,Consumer,Critical,Office Supplies,Storage & Organization,Florida,South,Saint Petersburg,2015-05-28,17.7,11,28.1826,201.77
87488,1551,Consumer,Low,Office Supplies,Storage & Organization,Mississippi,South,Biloxi,2015-06-25,17.7,18,-243.544,300.67
90148,2285,Corporate,Medium,Office Supplies,Storage & Organization,South Carolina,South,Rock Hill,2015-03-13,17.7,21,-85.022,374.6
87765,683,Small Business,Medium,Furniture,Office Furnishings,Nebraska,Central,Papillion,2015-04-07,17.67,4,38.06,69.96
88234,1352,Home Office,High,Furniture,Office Furnishings,Maryland,East,Camp Springs,2015-04-30,17.67,16,46.0368,283.44
90861,2426,Small Business,Low,Furniture,Office Furnishings,Texas,Central,Irving,2015-05-02,17.67,9,109.67,168.71
91049,2801,Home Office,Low,Office Supplies,Appliances,Arizona,West,Chandler,2015-06-28,17.52,15,52.764,284.34
85858,258,Consumer,Medium,Technology,Computer Peripherals,Florida,South,Seminole,2015-01-02,17.48,3,-127.008,52.47
90753,3283,Corporate,High,Technology,Computer Peripherals,Florida,South,Kendall,2015-05-10,17.48,31,710.8074,537.8
88546,3151,Home Office,Medium,Office Supplies,"Scissors, Rulers and Trimmers",California,West,Twentynine Palms,2015-02-28,17.24,7,47.73,119.6
87033,2516,Home Office,Medium,Office Supplies,Storage & Organization,New Jersey,East,Englewood,2015-06-05,17.15,11,36.495,190.85
87569,2143,Home Office,High,Office Supplies,Storage & Organization,Virginia,South,Fairfax,2015-06-13,17.15,12,33.66,200.61
88906,493,Consumer,Not Specified,Office Supplies,Storage & Organization,Washington,West,Seatac,2015-01-20,17.15,5,6.11,87.16
7364,2189,Corporate,High,Office Supplies,Envelopes,New York,East,New York City,2015-05-08,16.98,22,-48.57,381.91
41636,2190,Home Office,Critical,Office Supplies,Pens & Art Supplies,Michigan,Central,Detroit,2015-02-14,16.98,45,-47.28,761.67
89440,2187,Corporate,High,Office Supplies,Envelopes,Missouri,Central,Independence,2015-05-08,16.98,5,-48.57,86.8
90685,2193,Home Office,Critical,Office Supplies,Pens & Art Supplies,North Carolina,South,New Bern,2015-02-14,16.98,11,-161,186.19
86014,460,Home Office,Low,Office Supplies,Storage & Organization,New Jersey,East,Millville,2015-05-23,16.91,31,7.9,492.9
90462,3307,Small Business,Low,Office Supplies,Storage & Organization,Massachusetts,East,Agawam,2015-01-26,16.74,5,-114.2,80.58
45539,1413,Corporate,Not Specified,Technology,Computer Peripherals,Massachusetts,East,Boston,2015-02-02,16.48,27,69.61,484.56
90334,1997,Consumer,Medium,Technology,Computer Peripherals,South Carolina,South,Hilton Head Island,2015-05-07,16.48,7,739.674,122.93
90786,1719,Corporate,Medium,Technology,Computer Peripherals,Alabama,South,Northport,2015-01-17,16.48,8,-144.592,128.13
90600,1625,Home Office,Medium,Office Supplies,Storage & Organization,New York,East,Glen Cove,2015-03-27,16.06,1,-28.09,19.16
85828,2868,Corporate,Not Specified,Office Supplies,Binders and Binder Accessories,Washington,West,Edmonds,2015-05-25,15.99,4,-66.585,66.02
86010,451,Home Office,High,Technology,Office Machines,California,West,Los Altos,2015-04-10,15.99,2,-53.2962,35.48
88511,535,Corporate,Low,Office Supplies,Binders and Binder Accessories,Virginia,South,Montclair,2015-04-21,15.99,23,46.488,403.25
88899,1065,Corporate,Critical,Office Supplies,Binders and Binder Accessories,Illinois,Central,Burbank,2015-02-18,15.99,23,-99.43544,377.44
89077,1442,Corporate,Low,Office Supplies,Binders and Binder Accessories,Missouri,Central,Springfield,2015-01-30,15.99,7,-76.9925,123.03
90178,1754,Consumer,Low,Technology,Office Machines,California,West,Torrance,2015-02-27,15.99,5,-36.21462,79.47
91550,1972,Corporate,Medium,Technology,Office Machines,Pennsylvania,East,Willow Grove,2015-01-18,15.99,5,-83.55306,82.8
91575,651,Consumer,High,Office Supplies,Binders and Binder Accessories,Nevada,West,Las Vegas,2015-01-07,15.99,12,-246.92616,192.33
91576,651,Consumer,Low,Technology,Office Machines,Nevada,West,Las Vegas,2015-02-15,15.99,12,-36.671544,200.68
86384,395,Corporate,Critical,Technology,Computer Peripherals,North Carolina,South,Albemarle,2015-06-18,15.98,4,-19.208,64.59
87435,3230,Small Business,Not Specified,Technology,Computer Peripherals,Wisconsin,Central,Waukesha,2015-01-21,15.98,9,-135.46,152.18
90491,920,Corporate,Low,Technology,Computer Peripherals,California,West,Redlands,2015-03-27,15.98,9,92.7222,134.38
87110,1069,Home Office,Medium,Office Supplies,Pens & Art Supplies,Illinois,Central,Carbondale,2015-05-14,15.94,41,139.612,664.34
86694,129,Small Business,Not Specified,Office Supplies,Envelopes,Illinois,Central,Alton,2015-05-25,15.74,14,149.8887,217.23
88544,3151,Corporate,Critical,Office Supplies,"Scissors, Rulers and Trimmers",California,West,Twentynine Palms,2015-02-04,15.73,4,-18.5588,63.04
90110,2272,Corporate,High,Office Supplies,"Scissors, Rulers and Trimmers",Texas,Central,Harker Heights,2015-03-16,15.73,5,-37.6,78.08
91236,1485,Home Office,Not Specified,Office Supplies,Storage & Organization,Illinois,Central,Downers Grove,2015-02-20,15.7,1,-18.2416,19.44
87885,2840,Corporate,Medium,Furniture,Office Furnishings,Florida,South,North Miami,2015-06-11,15.68,17,1166.628,260.01
87917,2543,Small Business,Medium,Furniture,Office Furnishings,Virginia,South,Richmond,2015-06-11,15.68,17,3.54,257.48
88191,3069,Consumer,High,Furniture,Office Furnishings,Minnesota,Central,Oakdale,2015-06-01,15.68,12,138.4968,200.72
86610,2266,Corporate,Critical,Office Supplies,Envelopes,Missouri,Central,Kirkwood,2015-05-26,15.67,16,171.2649,248.21
89040,1974,Consumer,Medium,Office Supplies,Envelopes,Michigan,Central,Dearborn Heights,2015-05-20,15.67,3,25.51,46.4
90190,1693,Consumer,Low,Office Supplies,Envelopes,Virginia,South,Reston,2015-05-11,15.67,11,-273.98,188.09
88198,617,Consumer,Not Specified,Office Supplies,Envelopes,Colorado,West,Pueblo,2015-04-29,15.57,3,23.5428,46.23
90821,3176,Consumer,Low,Office Supplies,Envelopes,Florida,South,Jacksonville,2015-06-25,15.57,22,63.222,358.84
86960,1829,Corporate,Low,Office Supplies,Storage & Organization,Iowa,Central,Cedar Rapids,2015-01-06,15.51,1,-47.97,21.28
88646,584,Corporate,Not Specified,Office Supplies,Storage & Organization,Massachusetts,East,Woburn,2015-01-21,15.51,7,-266.22,116.93
86041,317,Corporate,Not Specified,Office Supplies,Storage & Organization,California,West,Lemon Grove,2015-06-17,15.42,12,-119.936,192.18
86368,3143,Consumer,Medium,Office Supplies,Storage & Organization,Texas,Central,Pflugerville,2015-03-24,15.42,2,-16.37,33.84
88889,678,Corporate,Medium,Office Supplies,Storage & Organization,Virginia,South,Rose Hill,2015-04-22,15.42,5,-109.704,81.14
89019,2737,Small Business,Medium,Office Supplies,Storage & Organization,Vermont,East,Rutland,2015-06-01,15.31,12,-57.56,194.08
90888,1986,Home Office,Not Specified,Office Supplies,Storage & Organization,Texas,Central,Midland,2015-05-06,15.31,23,12.146,377
88220,2049,Corporate,High,Technology,Computer Peripherals,Virginia,South,Harrisonburg,2015-06-21,15.28,19,-266.686,290.98
88479,428,Corporate,High,Technology,Computer Peripherals,Nevada,West,Carson City,2015-01-15,15.28,15,163.1574,236.46
89292,275,Corporate,Not Specified,Office Supplies,Binders and Binder Accessories,Connecticut,East,Fairfield,2015-01-24,15.28,4,-51.75,61.52
90238,234,Small Business,High,Technology,Computer Peripherals,Iowa,Central,Newton,2015-03-27,15.28,2,-12.46,33.04
88151,343,Corporate,Critical,Furniture,Tables,Maine,East,Bangor,2015-01-31,15.23,7,11.65095,111.86
89218,2457,Home Office,High,Office Supplies,Binders and Binder Accessories,Minnesota,Central,Lino Lakes,2015-01-22,15.22,9,-21.63242,140.7
87994,1607,Home Office,Not Specified,Office Supplies,Binders and Binder Accessories,New York,East,Freeport,2015-04-15,15.16,7,-200.859,110.93
85880,1497,Corporate,Critical,Office Supplies,Storage & Organization,New York,East,Elmira,2015-03-11,15.14,17,-92.87,256.73
87585,1199,Consumer,High,Office Supplies,Storage & Organization,New Hampshire,East,Nashua,2015-02-25,15.14,5,-24.8976,75.17
91488,1101,Small Business,Medium,Office Supplies,Storage & Organization,California,West,Oxnard,2015-05-05,15.14,3,5.884,51.02
89943,1778,Consumer,High,Office Supplies,Paper,Indiana,Central,West Lafayette,2015-05-10,15.04,3,2.332,46.86
90853,1155,Consumer,Critical,Office Supplies,Paper,California,West,Montebello,2015-01-02,15.04,11,108.5163,157.27
90909,551,Corporate,High,Office Supplies,Paper,Texas,Central,Sherman,2015-01-30,15.04,2,21.5142,31.18
87611,1623,Small Business,High,Office Supplies,Binders and Binder Accessories,Indiana,Central,Schererville,2015-05-24,15.01,22,1.6169,333.04
34017,2618,Corporate,High,Office Supplies,Storage & Organization,New York,East,New York City,2015-03-23,14.98,28,-48.97,435.39
86792,3133,Corporate,Critical,Furniture,Office Furnishings,Illinois,Central,Naperville,2015-03-04,14.98,10,-17.75,153.87
87194,1727,Small Business,Not Specified,Office Supplies,Storage & Organization,Ohio,East,Kent,2015-01-21,14.98,8,-76.9,114.81
